bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,Timestamp,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
932-029-R28592-N001-A7-Approved,26428,R28592,932-029,25-02-2021 15:24,Glu,1,7,768,2.488,31.23,26.43,5.994,Approved,1.38,0.3,1.3,4.42,269,0.3,0.77
932-029-R28599-N008-A7-Approved,26435,R28599,932-029,25-02-2021 14:40,Glu,8,7,7535,2.1830000000000003,31.72,26.17,5.513,Approved,1.45,0.22,1.7,4.24,240,0.8,0.15
932-029-R28599-N003-A11-Approved,26435,R28599,932-029,25-02-2021 14:10,Glu,3,11,7531,2.07,31.68,26.61,5.4060000000000015,Approved,1.43,0.2,1.0,3.49,130,0.2,0.4
932-029-R28599-N002-A10-Approved,26435,R28599,932-029,25-02-2021 14:06,Glu,2,10,7535,2.126,31.98,26.54,5.497999999999998,Approved,1.43,0.24,1.6,4.36,183,0.4,0.13
932-029-R28599-N001-A2-Approved,26435,R28599,932-029,25-02-2021 14:04,Glu,1,2,7534,2.322,31.92,26.58,6.425,Approved,1.43,0.21,1.5,3.33,318,2.3,0.83
932-029-R28596-N008-A8-Approved,26432,R28596,932-029,25-02-2021 07:34,Glu,8,8,766,2.207,30.4,26.43,5.961,Approved,1.32,0.24,0.7,2.95,171,2.2,1.24
932-029-R28596-N003-A8-Approved,26432,R28596,932-029,25-02-2021 07:18,Glu,3,8,745,2.319,31.01,25.96,6.272,Approved,1.38,0.28,0.8,2.44,197,5.0,1.46
932-029-R28596-N002-A6-Approved,26432,R28596,932-029,25-02-2021 07:16,Glu,2,6,745,2.273,30.94,25.9,5.872999999999998,Approved,1.32,0.28,1.4,4.71,200,0.2,0.35
932-029-R28596-N001-A2-Approved,26432,R28596,932-029,25-02-2021 07:10,Glu,1,2,742,2.306,30.76,25.73,5.75,Approved,1.28,0.28,0.6,3.99,66,0.4,0.36
932-029-R28603-N008-A14-Approved,26439,R28603,932-029,25-02-2021 13:44,Glu,8,14,2655,2.227,31.92,26.31,5.726,Approved,1.23,0.24,0.2,3.72,14,0.5,0.77
932-029-R28603-N003-A12-Approved,26439,R28603,932-029,25-02-2021 13:30,Glu,3,12,2687,2.177,30.82,26.58,5.649,Approved,1.23,0.16,0.4,3.45,112,1.6,1.6
932-029-R28603-N002-A11-Approved,26439,R28603,932-029,25-02-2021 13:26,Glu,2,11,2708,2.213,30.82,26.59,5.522,Approved,1.23,0.25,0.6,5.21,81,0.4,0.77
932-029-R28603-N001-A10-Approved,26439,R28603,932-029,25-02-2021 13:24,Glu,1,10,2708,2.099,30.84,26.61,5.474,Approved,1.22,0.22,0.4,3.29,142,2.0,1.17
932-029-R28662-N007-A15-Approved,26543,R28662,932-029,25-02-2021 12:12,Glu,7,15,1192,2.336,30.71,26.79,5.747000000000001,Approved,5.5,0.24,1.3,4.89,215,0.1,0.02
932-029-R28662-N003-A2-Approved,26543,R28662,932-029,25-02-2021 12:00,Glu,3,2,1199,2.245,30.64,26.65,6.222,Approved,5.55,0.2,1.8,2.88,271,2.5,1.61
932-029-R28662-N002-A6-Approved,26543,R28662,932-029,25-02-2021 11:56,Glu,2,6,1203,2.411,30.57,26.65,6.035,Approved,5.6,0.19,0.6,3.12,148,0.2,1.16
932-029-R28662-N001-A12-Approved,26543,R28662,932-029,25-02-2021 11:52,Glu,1,12,1203,2.535,30.67,26.63,5.849,Approved,5.68,0.21,0.9,4.09,183,0.0,0.65
932-029-R28588-N008-A2-Approved,26424,R28588,932-029,25-02-2021 10:38,Glu,8,2,5910,1.951,31.41,26.29,5.856,Approved,1.28,0.31,3.5,4.61,346,0.6,0.75
932-029-R28588-N003-A1-Approved,26424,R28588,932-029,25-02-2021 10:22,Glu,3,1,5916,2.02,29.5,27.34,5.942,Approved,1.35,0.12,0.5,0.84,64,4.3,5.26
932-029-R28588-N002-A14-Approved,26424,R28588,932-029,25-02-2021 10:20,Glu,2,14,5908,2.085,29.39,27.3,5.66,Approved,1.4,0.26,0.7,2.91,72,3.4,1.39
932-029-R28588-N001-A12-Approved,26424,R28588,932-029,25-02-2021 10:16,Glu,1,12,5908,1.796,29.46,27.35,5.735,Approved,1.48,0.29,1.2,4.45,140,0.6,0.96
932-029-R28598-N003-A9-Approved,26434,R28598,932-029,25-02-2021 08:16,Glu,3,9,5193,2.637,28.92,27.28,5.864,Approved,1.47,0.15,0.3,1.09,105,3.8,1.89
932-029-R28598-N002-A13-Approved,26434,R28598,932-029,25-02-2021 08:12,Glu,2,13,5185,2.589,28.97,27.19,5.681,Approved,1.45,0.21,0.5,3.89,147,1.6,0.34
932-029-R28598-N001-A14-Approved,26434,R28598,932-029,25-02-2021 08:10,Glu,1,14,5170,2.652,29.04,27.12,5.7170000000000005,Approved,1.38,0.26,0.6,4.0,207,0.8,0.29
932-029-R28606-N008-A3-Approved,26442,R28606,932-029,25-02-2021 08:06,Glu,8,3,5107,2.42,29.78,27.07,6.023,Approved,1.23,0.37,2.4,8.44,605,3.1,7.95
932-029-R28606-N003-A8-Approved,26442,R28606,932-029,25-02-2021 07:52,Glu,3,8,5060,2.574,29.9,26.82,5.693,Approved,1.22,0.22,0.4,2.71,32,1.1,1.07
932-029-R28606-N002-A13-Approved,26442,R28606,932-029,25-02-2021 07:48,Glu,2,13,5061,2.557,30.03,26.72,5.58,Approved,1.42,0.34,0.5,4.09,201,1.3,0.32
932-029-R28606-N001-A11-Approved,26442,R28606,932-029,25-02-2021 07:44,Glu,1,11,5062,2.599,29.68,26.65,5.7620000000000005,Approved,1.53,0.32,0.6,4.49,209,0.7,0.84
932-029-R28576-N008-A12-Approved,26385,R28576,932-029,24-02-2021 20:04,Glu,8,12,2640,2.451,31.16,26.58,6.105,Approved,1.28,0.26,0.6,4.14,214,2.5,0.3
932-029-R28660-N007-A7-Approved,26541,R28660,932-029,24-02-2021 19:40,Glu,7,7,3899,2.63,31.87,26.36,6.3679999999999986,Approved,1.47,0.29,0.3,3.59,285,1.0,0.1
932-029-R28660-N003-A4-Approved,26541,R28660,932-029,24-02-2021 19:28,Glu,3,4,3929,2.3480000000000003,34.74,25.94,6.519,Approved,1.47,0.27,1.2,2.97,326,2.2,0.54
932-029-R28660-N002-A1-Approved,26541,R28660,932-029,24-02-2021 19:26,Glu,2,1,3934,2.528,35.2,25.73,5.87,Approved,1.48,0.27,1.1,4.37,287,0.3,0.49
932-029-R28660-N001-A9-Approved,26541,R28660,932-029,24-02-2021 19:22,Glu,1,9,3937,2.667,33.25,25.64,5.742000000000001,Approved,1.48,0.32,0.2,2.45,200,1.9,1.5
932-029-R28583-N008-A1-Approved,26419,R28583,932-029,24-02-2021 18:24,Glu,8,1,1134,2.603,34.81,24.81,6.204,Approved,1.7,0.22,1.0,4.14,250,0.1,0.58
932-029-R28583-N003-A2-Approved,26419,R28583,932-029,24-02-2021 18:10,Glu,3,2,1157,2.259,34.05,24.9,6.0870000000000015,Approved,1.58,0.1,1.4,4.43,203,2.3,0.41
932-029-R28583-N002-A11-Approved,26419,R28583,932-029,24-02-2021 18:06,Glu,2,11,1160,2.364,33.72,24.93,5.904,Approved,1.58,0.09,0.8,1.63,205,1.0,1.1
932-029-R28583-N001-A9-Approved,26419,R28583,932-029,24-02-2021 18:04,Glu,1,9,1163,2.423,33.52,25.02,5.6960000000000015,Approved,1.65,0.1,0.0,2.19,77,0.5,0.67
932-029-R28586-N008-A8-Approved,26422,R28586,932-029,24-02-2021 16:58,Glu,8,8,688,2.228,31.67,26.81,5.92,Approved,1.53,0.06,0.6,0.66,270,2.0,5.27
932-029-R28586-N003-A10-Approved,26422,R28586,932-029,24-02-2021 16:44,Glu,3,10,709,2.278,31.45,26.75,6.18,Approved,1.62,0.12,1.6,3.95,250,0.2,0.67
932-029-R28586-N002-A10-Approved,26422,R28586,932-029,24-02-2021 16:40,Glu,2,10,711,2.211,31.41,26.65,6.627999999999999,Approved,1.5,0.05,0.3,1.85,177,1.2,2.82
932-029-R28586-N001-A11-Approved,26422,R28586,932-029,24-02-2021 16:38,Glu,1,11,709,2.222,31.45,26.65,5.7860000000000005,Approved,1.48,0.12,1.6,3.78,200,0.5,0.91
932-029-R28587-N008-A16-Approved,26423,R28587,932-029,24-02-2021 16:34,Glu,8,16,1054,2.638,31.58,26.61,5.472,Approved,1.35,0.26,0.6,4.52,168,0.8,0.6
932-029-R28587-N003-A8-Approved,26423,R28587,932-029,24-02-2021 16:20,Glu,3,8,1051,2.489,32.04,26.43,5.655,Approved,1.23,0.29,0.6,4.64,75,0.1,0.19
932-029-R28587-N001-A6-Approved,26423,R28587,932-029,24-02-2021 16:10,Glu,1,6,1053,2.386,32.59,25.96,6.292000000000002,Approved,1.32,0.33,2.3,4.54,336,1.5,0.57
932-029-R28546-N008-A14-Approved,26355,R28546,932-029,24-02-2021 15:38,Glu,8,14,1101,2.498,31.61,26.73,5.59,Approved,1.78,0.24,0.9,3.07,31,0.9,1.55
932-029-R28546-N003-A3-Approved,26355,R28546,932-029,24-02-2021 15:24,Glu,3,3,1103,2.403,32.2,26.43,6.055,Approved,1.82,0.14,0.2,2.52,218,1.9,1.03
932-029-R28546-N002-A13-Approved,26355,R28546,932-029,24-02-2021 15:20,Glu,2,13,1103,2.619,32.62,26.15,5.377000000000002,Approved,1.75,0.22,1.0,3.69,108,0.3,1.27
932-029-R28546-N001-A4-Approved,26355,R28546,932-029,24-02-2021 15:18,Glu,1,4,1103,2.503,32.04,26.45,6.147,Approved,1.82,0.05,1.2,0.43,82,3.5,3.31
932-029-R28572-N003-A2-Approved,26381,R28572,932-029,24-02-2021 14:56,Glu,3,2,1298,2.246,31.5,26.56,5.9860000000000015,Approved,1.78,0.29,0.2,3.17,245,2.0,1.14
932-029-R28572-N002-A5-Approved,26381,R28572,932-029,24-02-2021 14:54,Glu,2,5,1298,2.346,31.5,26.51,5.734,Approved,1.78,0.19,1.1,2.48,30,2.7,3.4
932-029-R28585-N008-A1-Approved,26421,R28585,932-029,24-02-2021 14:00,Glu,8,1,1123,2.48,32.39,25.94,6.837999999999999,Approved,1.6,0.19,0.6,1.7,309,5.1,1.96
932-029-R28585-N003-A11-Approved,26421,R28585,932-029,24-02-2021 13:34,Glu,3,11,1142,2.385,33.41,25.27,5.99,Approved,1.62,0.23,1.6,4.76,240,0.5,0.67
932-029-R28585-N002-A7-Approved,26421,R28585,932-029,24-02-2021 13:32,Glu,2,7,1142,2.546,33.48,25.32,5.985,Approved,1.62,0.25,0.9,4.36,202,0.6,0.44
932-029-R28585-N001-A1-Approved,26421,R28585,932-029,24-02-2021 13:28,Glu,1,1,1143,2.544,33.48,25.36,6.367000000000001,Approved,1.62,0.14,0.8,2.94,168,3.7,1.7
932-029-R28566-N008-A5-Approved,26375,R28566,932-029,24-02-2021 13:26,Glu,8,5,541,2.496,33.72,25.41,5.997000000000001,Approved,1.68,0.28,0.8,1.95,180,0.3,1.32
932-029-R28566-N003-A8-Approved,26375,R28566,932-029,24-02-2021 13:10,Glu,3,8,559,2.718,32.93,25.89,5.777,Approved,1.77,0.26,1.5,0.17,88,3.6,2.31
932-029-R28566-N002-A6-Approved,26375,R28566,932-029,24-02-2021 13:08,Glu,2,6,560,2.624,32.71,26.1,5.984,Approved,1.8,0.25,0.7,1.27,87,2.2,2.34
932-029-R28566-N001-A8-Approved,26375,R28566,932-029,24-02-2021 13:04,Glu,1,8,563,2.596,32.15,26.17,5.579,Approved,1.72,0.32,0.3,3.76,171,1.2,0.84
932-029-R28589-N008-A5-Approved,26425,R28589,932-029,24-02-2021 10:38,Glu,8,5,1141,2.323,32.49,25.41,6.294,Approved,1.72,0.32,0.1,4.32,203,0.8,0.37
932-029-R28589-N003-A2-Approved,26425,R28589,932-029,24-02-2021 10:16,Glu,3,2,1162,2.354,32.93,25.16,5.957000000000002,Approved,1.72,0.31,0.8,3.19,152,3.2,2.01
932-029-R28589-N002-A7-Approved,26425,R28589,932-029,24-02-2021 10:14,Glu,2,7,1175,2.6260000000000003,32.79,25.18,5.6610000000000005,Approved,1.72,0.24,0.6,2.05,130,2.2,0.88
932-029-R28589-N001-A1-Approved,26425,R28589,932-029,24-02-2021 10:10,Glu,1,1,1181,2.532,32.61,25.29,5.917999999999998,Approved,1.72,0.38,0.2,4.15,242,0.3,0.06
932-029-R28554-N008-A13-Approved,26363,R28554,932-029,24-02-2021 10:08,Glu,8,13,738,2.5980000000000003,32.41,25.34,5.723,Approved,1.7,0.2,0.8,4.25,173,1.8,0.18
932-029-R28554-N003-A14-Approved,26363,R28554,932-029,24-02-2021 09:52,Glu,3,14,738,2.697,31.65,25.85,5.797999999999999,Approved,1.68,0.23,0.7,4.4,136,0.4,0.53
932-029-R28554-N002-A12-Approved,26363,R28554,932-029,24-02-2021 09:50,Glu,2,12,739,2.575,31.6,25.99,6.027,Approved,1.65,0.1,0.9,4.3,218,0.5,0.38
932-029-R28554-N001-A7-Approved,26363,R28554,932-029,24-02-2021 09:46,Glu,1,7,743,2.818,30.76,26.49,6.657,Approved,1.68,0.35,0.2,0.95,239,7.5,1.76
932-029-R28523-N008-A4-Approved,26332,R28523,932-029,24-02-2021 09:04,Glu,8,4,1407,2.463,30.5,26.7,6.465,Approved,1.43,0.2,0.3,2.44,69,3.4,2.45
932-029-R28523-N002-A11-Approved,26332,R28523,932-029,24-02-2021 08:42,Glu,2,11,1420,2.665,32.37,25.69,5.589,Approved,1.38,0.17,0.3,3.59,70,1.0,0.35
932-029-R28523-N001-A9-Approved,26332,R28523,932-029,24-02-2021 08:38,Glu,1,9,1421,2.692,31.87,26.01,5.9460000000000015,Approved,1.63,0.17,0.4,4.28,23,0.1,0.84
932-029-R28550-N008-A1-Approved,26359,R28550,932-029,24-02-2021 08:06,Glu,8,1,1448,2.643,31.67,26.05,5.511,Approved,1.63,0.08,0.4,1.54,49,0.3,1.63
932-029-R28550-N003-A3-Approved,26359,R28550,932-029,24-02-2021 07:50,Glu,3,3,1457,2.53,33.57,25.23,5.5760000000000005,Approved,1.63,0.05,0.6,1.08,232,0.6,2.13
932-029-R28550-N002-A7-Approved,26359,R28550,932-029,24-02-2021 07:48,Glu,2,7,1459,2.764,32.86,25.46,5.999,Approved,1.65,0.09,0.1,1.55,30,3.4,2.38
932-029-R28550-N001-A16-Approved,26359,R28550,932-029,24-02-2021 07:44,Glu,1,16,1460,2.688,33.25,24.99,5.7639999999999985,Approved,1.73,0.25,0.2,2.6,84,2.3,0.84
932-029-R28548-N008-A1-Approved,26357,R28548,932-029,24-02-2021 07:42,Glu,8,1,1125,2.592,33.63,24.72,5.822,Approved,1.63,0.11,0.5,1.39,98,2.4,1.9
932-029-R28548-N003-A11-Approved,26357,R28548,932-029,24-02-2021 07:26,Glu,3,11,1131,2.641,33.33,24.42,6.007999999999999,Approved,1.67,0.1,0.1,2.55,72,3.8,1.77
932-029-R28548-N002-A10-Approved,26357,R28548,932-029,24-02-2021 07:22,Glu,2,10,1128,2.461,33.62,24.56,5.8420000000000005,Approved,1.6,0.14,1.0,3.75,95,0.0,0.02
932-029-R28548-N001-A3-Approved,26357,R28548,932-029,24-02-2021 07:16,Glu,1,3,1132,2.594,32.91,24.95,6.349,Approved,1.67,0.3,1.0,4.39,287,0.2,0.48
932-029-R28551-N008-A14-Approved,26360,R28551,932-029,24-02-2021 02:22,Glu,8,14,2350,2.52,31.61,26.68,5.813,Approved,1.42,0.31,0.6,3.86,163,2.5,0.09
932-029-R28551-N003-A12-Approved,26360,R28551,932-029,24-02-2021 02:06,Glu,3,12,2378,2.496,31.14,26.68,6.182,Approved,1.43,0.16,0.3,1.52,55,2.7,2.73
932-029-R28551-N002-A10-Approved,26360,R28551,932-029,24-02-2021 02:04,Glu,2,10,2375,2.5660000000000003,31.38,26.73,5.447,Approved,1.45,0.17,0.3,1.94,114,2.4,1.55
932-029-R28551-N001-A8-Approved,26360,R28551,932-029,24-02-2021 01:56,Glu,1,8,2374,2.664,31.58,26.7,5.642,Approved,1.43,0.21,0.0,2.86,106,0.7,0.49
932-029-R28555-N008-A5-Approved,26364,R28555,932-029,24-02-2021 01:06,Glu,8,5,574,2.316,32.17,26.38,6.18,Approved,1.25,0.21,0.9,4.69,208,0.5,0.43
932-029-R28555-N003-A6-Approved,26364,R28555,932-029,24-02-2021 00:50,Glu,3,6,596,2.382,30.72,26.89,5.722,Approved,1.27,0.2,0.5,5.22,14,0.8,0.27
932-029-R28555-N002-A11-Approved,26364,R28555,932-029,24-02-2021 00:48,Glu,2,11,612,2.353,30.66,26.89,5.575,Approved,1.28,0.18,0.3,4.09,101,0.5,0.55
932-029-R28555-N001-A7-Approved,26364,R28555,932-029,24-02-2021 00:44,Glu,1,7,613,2.438,30.59,26.89,5.982,Approved,1.27,0.24,0.4,4.59,191,0.1,0.41
932-029-R28576-N003-A9-Approved,26385,R28576,932-029,24-02-2021 19:50,Glu,3,9,3398,2.291,31.16,26.47,5.853,Approved,1.35,0.17,0.4,2.1,104,3.5,1.09
932-029-R28576-N002-A5-Approved,26385,R28576,932-029,24-02-2021 19:46,Glu,2,5,3401,2.482,31.43,26.43,6.15,Approved,1.23,0.35,0.7,4.14,243,0.1,0.13
932-029-R28576-N001-A3-Approved,26385,R28576,932-029,24-02-2021 19:44,Glu,1,3,3397,2.242,31.6,26.36,5.8420000000000005,Approved,1.27,0.27,0.5,2.33,153,2.8,0.62
932-029-R28553-N008-A8-Approved,26362,R28553,932-029,24-02-2021 16:02,Glu,8,8,4034,2.571,31.46,26.84,5.807,Approved,1.42,0.21,0.8,4.37,185,0.5,0.93
932-029-R28553-N003-A9-Approved,26362,R28553,932-029,24-02-2021 15:48,Glu,3,9,4060,2.528,31.72,26.73,5.827000000000001,Approved,1.38,0.23,0.7,4.15,188,1.7,0.35
932-029-R28553-N002-A8-Approved,26362,R28553,932-029,24-02-2021 15:44,Glu,2,8,4062,2.591,31.72,26.68,5.948,Approved,1.45,0.16,0.3,2.26,11,2.4,2.23
932-029-R28553-N001-A5-Approved,26362,R28553,932-029,24-02-2021 15:42,Glu,1,5,4063,2.309,31.72,26.68,6.023,Approved,1.38,0.16,0.1,2.67,164,1.6,0.82
932-029-R28567-N008-A8-Approved,26376,R28567,932-029,24-02-2021 12:58,Glu,8,8,4303,2.427,32.46,25.89,5.856,Approved,1.42,0.16,1.0,0.52,188,2.1,2.3
932-029-R28567-N003-A6-Approved,26376,R28567,932-029,24-02-2021 12:42,Glu,3,6,4326,2.419,31.56,26.47,6.028,Approved,1.42,0.32,0.4,4.32,169,0.6,0.19
932-029-R28567-N002-A4-Approved,26376,R28567,932-029,24-02-2021 12:38,Glu,2,4,4324,2.2,31.5,26.51,6.267,Approved,1.42,0.35,1.2,4.49,255,1.4,0.22
932-029-R28567-N001-A2-Approved,26376,R28567,932-029,24-02-2021 12:28,Glu,1,2,4330,2.404,31.4,26.45,5.746,Approved,1.45,0.21,0.3,2.99,5,0.4,0.71
932-029-R28493-N008-A7-Approved,26287,R28493,932-029,24-02-2021 12:16,Glu,8,7,2717,2.408,31.48,26.35,5.8820000000000014,Approved,1.62,0.21,1.3,4.7,191,0.7,0.66
932-029-R28493-N003-A12-Approved,26287,R28493,932-029,24-02-2021 12:00,Glu,3,12,2719,2.38,31.55,26.31,5.822,Approved,1.57,0.21,0.2,2.59,13,0.6,1.31
932-029-R28493-N002-A8-Approved,26287,R28493,932-029,24-02-2021 11:58,Glu,2,8,2714,2.366,31.58,26.29,5.846,Approved,1.52,0.23,0.4,3.67,120,0.7,0.02
932-029-R28493-N001-A4-Approved,26287,R28493,932-029,24-02-2021 11:54,Glu,1,4,2715,2.2880000000000003,31.75,26.22,5.814,Approved,1.43,0.19,0.1,2.42,36,1.4,1.21
932-029-R28516-N008-A11-Approved,26310,R28516,932-029,24-02-2021 11:52,Glu,8,11,2919,2.528,31.97,26.13,5.609,Approved,1.67,0.15,0.0,1.71,25,1.6,1.85
932-029-R28516-N003-A2-Approved,26310,R28516,932-029,24-02-2021 11:36,Glu,3,2,2948,2.573,32.74,25.6,6.0139999999999985,Approved,1.68,0.24,0.8,4.39,156,2.0,0.06
932-029-R28516-N002-A12-Approved,26310,R28516,932-029,24-02-2021 11:30,Glu,2,12,2952,2.579,32.59,25.55,5.704,Approved,1.5,0.23,0.3,3.85,27,0.9,0.47
932-029-R28516-N001-A4-Approved,26310,R28516,932-029,24-02-2021 11:28,Glu,1,4,2953,2.55,32.52,25.55,6.229,Approved,1.38,0.05,0.1,1.14,159,6.4,3.89
932-029-R28480-N008-A6-Approved,26244,R28480,932-029,24-02-2021 00:02,Glu,8,6,3669,2.456,31.58,26.73,5.974,Approved,1.62,0.25,0.2,3.38,68,0.5,1.86
932-029-R28480-N003-A11-Approved,26244,R28480,932-029,23-02-2021 23:46,Glu,3,11,3657,2.56,31.56,26.42,5.769,Approved,1.38,0.16,0.2,1.53,56,4.2,2.58
932-029-R28480-N002-A10-Approved,26244,R28480,932-029,23-02-2021 23:44,Glu,2,10,3659,2.411,31.18,26.59,5.662000000000001,Approved,1.67,0.35,1.3,4.46,119,0.6,0.01
932-029-R28480-N001-A9-Approved,26244,R28480,932-029,23-02-2021 23:40,Glu,1,9,3664,2.602,31.68,26.56,5.938,Approved,1.42,0.12,0.1,2.76,41,1.6,1.02
932-029-R28507-N008-A16-Approved,26301,R28507,932-029,23-02-2021 22:48,Glu,8,16,991,2.268,31.61,26.26,6.79,Approved,1.58,0.34,0.0,4.01,304,3.2,0.83
932-029-R28507-N003-A12-Approved,26301,R28507,932-029,23-02-2021 22:32,Glu,3,12,1016,2.222,31.78,26.29,6.134,Approved,1.63,0.29,0.8,5.18,176,0.2,0.36
932-029-R28507-N002-A9-Approved,26301,R28507,932-029,23-02-2021 22:30,Glu,2,9,1025,2.319,31.82,26.26,6.6720000000000015,Approved,1.68,0.18,1.4,0.07,165,3.5,4.01
932-029-R28507-N001-A9-Approved,26301,R28507,932-029,23-02-2021 22:24,Glu,1,9,1031,2.354,31.75,26.22,5.631,Approved,1.77,0.24,0.7,2.97,276,3.0,3.47
932-029-R28506-N003-A16-Approved,26300,R28506,932-029,23-02-2021 20:56,Glu,3,16,804,2.531,34.64,24.58,5.948,Approved,4.48,0.14,2.9,4.78,265,0.5,0.82
932-029-R28506-N002-A14-Approved,26300,R28506,932-029,23-02-2021 20:52,Glu,2,14,806,2.727,34.56,24.63,6.6110000000000015,Approved,4.37,0.21,2.0,4.77,348,3.1,0.7
932-029-R28506-N001-A1-Approved,26300,R28506,932-029,23-02-2021 20:50,Glu,1,1,807,2.713,34.63,24.67,5.962999999999999,Approved,4.45,0.08,0.8,3.71,177,1.7,0.33
932-029-R28505-N008-A10-Approved,26299,R28505,932-029,23-02-2021 20:12,Glu,8,10,2373,2.485,31.48,26.28,5.401,Approved,1.57,0.11,0.6,4.03,104,1.7,0.54
932-029-R28505-N003-A7-Approved,26299,R28505,932-029,23-02-2021 19:56,Glu,3,7,2378,2.585,32.34,25.68,6.072,Approved,1.57,0.08,1.0,5.71,237,0.4,0.21
932-029-R28505-N002-A8-Approved,26299,R28505,932-029,23-02-2021 19:54,Glu,2,8,2378,2.461,32.69,25.46,5.667999999999998,Approved,1.6,0.05,0.1,2.87,173,2.3,0.04
932-029-R28505-N001-A2-Approved,26299,R28505,932-029,23-02-2021 19:50,Glu,1,2,2379,2.445,32.05,25.89,6.372000000000001,Approved,1.58,0.12,1.4,3.99,313,1.9,0.15
932-029-R28522-N008-A10-Approved,26331,R28522,932-029,23-02-2021 19:46,Glu,8,10,886,2.422,31.7,26.13,5.8039999999999985,Approved,1.47,0.09,0.5,3.47,33,0.6,0.68
932-029-R28522-N003-A12-Approved,26331,R28522,932-029,23-02-2021 19:28,Glu,3,12,887,2.427,33.95,25.69,5.912000000000001,Approved,1.42,0.14,1.3,4.23,208,1.4,0.92
932-029-R28522-N002-A3-Approved,26331,R28522,932-029,23-02-2021 19:24,Glu,2,3,887,2.427,33.6,25.23,5.9220000000000015,Approved,1.62,0.13,0.5,4.25,52,0.0,1.03
932-029-R28522-N001-A5-Approved,26331,R28522,932-029,23-02-2021 19:18,Glu,1,5,888,2.422,32.52,25.94,6.706,Approved,1.47,0.12,0.9,4.26,235,1.2,0.99
932-029-R28512-N008-A2-Approved,26306,R28512,932-029,23-02-2021 17:50,Glu,8,2,719,2.422,33.5,24.85,6.251,Approved,1.72,0.28,1.0,0.74,126,7.1,2.24
932-029-R28512-N003-A16-Approved,26306,R28512,932-029,23-02-2021 17:36,Glu,3,16,737,2.625,33.31,25.34,5.353,Approved,1.72,0.21,0.6,3.46,93,0.1,0.85
932-029-R28512-N002-A9-Approved,26306,R28512,932-029,23-02-2021 17:32,Glu,2,9,740,2.501,32.71,25.68,6.0779999999999985,Approved,1.72,0.34,0.5,4.43,286,0.5,0.25
932-029-R28512-N001-A16-Approved,26306,R28512,932-029,23-02-2021 17:30,Glu,1,16,743,2.54,32.14,25.99,5.252000000000002,Approved,1.75,0.25,1.1,3.7,26,0.6,1.26
932-029-R28495-N008-A8-Approved,26289,R28495,932-029,23-02-2021 17:26,Glu,8,8,771,2.382,31.63,26.42,5.659,Approved,4.12,0.19,2.1,4.53,77,0.6,0.96
932-029-R28495-N003-A7-Approved,26289,R28495,932-029,23-02-2021 17:10,Glu,3,7,772,2.465,31.92,26.21,6.042000000000002,Approved,4.1,0.17,3.0,3.94,257,0.4,1.27
932-029-R28495-N002-A16-Approved,26289,R28495,932-029,23-02-2021 17:08,Glu,2,16,773,2.442,32.07,26.13,5.421,Approved,4.28,0.13,0.9,3.22,104,0.4,0.16
932-029-R28495-N001-A1-Approved,26289,R28495,932-029,23-02-2021 17:04,Glu,1,1,770,2.488,32.39,25.94,6.042999999999998,Approved,4.4,0.12,1.5,3.68,145,1.3,0.05
932-029-R28539-N008-A8-Approved,26348,R28539,932-029,23-02-2021 17:00,Glu,8,8,2178,2.47,32.52,25.83,5.995,Approved,1.43,0.26,0.3,2.71,226,3.7,0.96
932-029-R28539-N003-A3-Approved,26348,R28539,932-029,23-02-2021 16:46,Glu,3,3,2175,2.428,31.28,26.24,5.556,Approved,1.43,0.22,0.2,3.18,8,1.0,0.8
932-029-R28539-N002-A2-Approved,26348,R28539,932-029,23-02-2021 16:40,Glu,2,2,2171,2.486,31.72,26.22,6.3370000000000015,Approved,1.43,0.3,0.9,4.15,296,1.6,0.52
932-029-R28539-N001-A2-Approved,26348,R28539,932-029,23-02-2021 16:34,Glu,1,2,2167,2.526,32.0,26.13,5.666,Approved,1.43,0.18,0.4,0.59,111,3.4,1.31
932-029-R28494-N008-A3-Approved,26288,R28494,932-029,23-02-2021 16:02,Glu,8,3,2488,2.247,32.52,25.9,5.877000000000002,Approved,1.83,0.17,1.0,2.09,31,2.9,1.98
932-029-R28494-N003-A15-Approved,26288,R28494,932-029,23-02-2021 15:44,Glu,3,15,2504,2.56,33.46,25.11,5.815,Approved,1.72,0.26,0.5,4.2,218,0.3,0.68
932-029-R28494-N002-A14-Approved,26288,R28494,932-029,23-02-2021 15:40,Glu,2,14,2507,2.664,32.94,25.25,5.622000000000001,Approved,1.73,0.27,0.5,3.94,167,0.9,0.76
932-029-R28494-N001-A5-Approved,26288,R28494,932-029,23-02-2021 15:38,Glu,1,5,2510,2.349,33.41,24.97,6.126,Approved,1.8,0.25,1.0,3.01,96,1.4,1.95
932-029-R28543-N006-A10-Approved,26352,R28543,932-029,23-02-2021 15:22,Glu,6,10,2605,2.401,33.26,25.2,5.884,Approved,1.38,0.2,0.5,2.71,168,2.8,1.4
